author,rating,time,year,amount,frequency
Boon Bee,100,2017-1-17,2017,110,1
BOON HONG,80,2016-10-21,2016,110,1
BOON HOW,80,2018-11-4,2018,110,1
Boon Keong,100,2018-4-15,2018,110,1
Boon Kiat,100,2019-1-28,2019,110,1
Boon Kwang,100,2019-2-27,2019,110,1
Boon Pian,100,2018-12-2,2018,110,1
Boon Ping Royston,100,2018-9-30,2018,110,1
Boon Seng,80,2018-1-5,2018,110,1
Boon SIm,80,2017-5-8,2017,110,1
boon tat,100,2018-9-30,2018,110,1
Boon Theng,60,2016-12-7,2016,110,1
BoonWah,60,2016-10-11,2016,110,1
Bor Tsong,100,2018-6-5,2018,110,1
BORA,100,2017-8-20,2017,110,1
boram,100,2018-8-27,2018,110,1
BOREUM,100,2019-1-21,2019,110,1
BOYAN,100,2018-6-24,2018,110,1
Bradley,80,2016-12-20,2016,110,1
Bradley,100,2016-8-27,2016,110,1
BRANDON GUOQIANG,100,2019-1-3,2019,110,1
Brandon Mark,100,2018-1-13,2018,110,1
Brandon Tingyeh,100,2018-7-27,2018,110,1
Brayden,100,2018-12-22,2018,110,1
Breanna Yan Ling,100,2017-10-18,2017,110,1
BRENDA,80,2018-2-18,2018,110,1
brenda,60,2017-11-22,2017,110,1
BRENDA,80,2017-8-13,2017,110,1
brendan,60,2017-9-9,2017,110,1
Brendon,80,2017-12-22,2017,110,1
BRIAN,100,2019-2-17,2019,110,1
Brian,100,2018-7-24,2018,110,1
Brian,100,2018-6-24,2018,110,1
Brian,100,2018-3-22,2018,110,1
Brian,100,2018-3-13,2018,110,1
Brian Paolo,80,2018-9-11,2018,110,1
Brooklin,100,2018-8-15,2018,110,1
Bryan,80,2018-3-8,2018,110,1
BRYAN,100,2017-5-7,2017,110,1
Bryan Paolo,100,2019-1-21,2019,110,1
Budi,100,2018-12-27,2018,110,1
Buenafe,100,2018-9-23,2018,110,1
buhee,100,2018-1-16,2018,110,1
Bumcheol,100,2017-1-16,2017,110,1
Byeong,100,2018-11-7,2018,110,1
byeongsu,100,2018-8-28,2018,110,1
BYUNGCHUL,100,2018-7-23,2018,110,1
BYUNGEUN,100,2018-9-14,2018,110,1
BYUNGJUN,100,2019-2-9,2019,110,1
byungmu,100,2019-1-10,2019,110,1
BYUNGWOO,100,2018-5-21,2018,110,1
Cai Jie,100,2017-8-30,2017,110,1
Cai Ling,100,2017-12-14,2017,110,1
Cai Wei,100,2019-2-28,2019,110,1
Caiping,100,2019-1-13,2019,110,1
Caitlin,100,2018-9-8,2018,110,1
Calles,80,2017-11-16,2017,110,1
Callistus,100,2017-9-15,2017,110,1
Calvin,100,2018-11-1,2018,110,1
Calvin,80,2018-10-22,2018,110,1
Calvin,100,2017-10-26,2017,110,1
Calvin,100,2017-7-14,2017,110,1
calvin,100,2017-1-3,2017,110,1
Calvin ,80,2018-7-16,2018,110,1
cam vi,100,2018-6-12,2018,110,1
Cameron James Stephen,100,2018-8-11,2018,110,1
Camille,100,2018-6-24,2018,110,1
Camille,100,2018-2-20,2018,110,1
Camille,80,2017-12-19,2017,110,1
Camille,100,2017-9-22,2017,110,1
Camille Ann,100,2017-6-11,2017,110,1
Camille Jane,100,2018-10-3,2018,110,1
Camille Julienne Miguel,100,2018-12-21,2018,110,1
Camille Marie,100,2018-12-21,2018,110,1
CAMILLE ROSE,100,2018-10-18,2018,110,1
Cammy Andrae,100,2018-3-16,2018,110,1
Candice,80,2018-5-21,2018,110,1
candice,100,2017-12-30,2017,110,1
Candice Sher,100,2018-11-4,2018,110,1
Candy Phuay Yen,100,2018-10-2,2018,110,1
Canly Hansen,80,2018-10-19,2018,110,1
CANXING,100,2018-12-1,2018,110,1
cao Thanh Hoa,100,2018-2-10,2018,110,1
Cara,40,2018-12-25,2018,110,1
Carbert Ralston,100,2018-11-15,2018,110,1
Carell,100,2016-10-3,2016,110,1
Caren Jane,100,2018-6-16,2018,110,1
Caress Ann,100,2017-12-3,2017,110,1
Carey,80,2018-1-4,2018,110,1
CARINE,100,2017-11-3,2017,110,1
Carine,100,2017-4-27,2017,110,1
caris,100,2017-12-14,2017,110,1
Carisa,80,2017-11-6,2017,110,1
Carizza Jane,100,2017-11-16,2017,110,1
Carl Angelo,100,2018-2-14,2018,110,1
Carla,100,2017-10-24,2017,110,1
carla angelica,100,2018-12-3,2018,110,1
Carla jobelen,80,2018-8-31,2018,110,1
Carla Mae,80,2018-7-11,2018,110,1
Carla Marie ,100,2017-11-9,2017,110,1
Carla Mei,100,2019-1-18,2019,110,1
Carleen Gabrielle,100,2018-3-14,2018,110,1
Carlo,80,2018-10-15,2018,110,1
carlo,100,2018-7-23,2018,110,1
Carlo Benjamin,60,2018-9-9,2018,110,1
Carlo Paolo,100,2018-12-24,2018,110,1
Carlos,100,2018-7-20,2018,110,1
Carlos,100,2017-6-26,2017,110,1
Carlos Alberto,100,2018-1-23,2018,110,1
Carlos Jr,100,2018-10-15,2018,110,1
CARLOS JR.,100,2018-1-8,2018,110,1
Carlos Kaiser,80,2017-10-24,2017,110,1
Carlos Manuel Cardenas,100,2017-9-4,2017,110,1
CARLOTA,80,2018-3-9,2018,110,1
Carmel Francesca,100,2019-2-17,2019,110,1
Carmela Anne,100,2019-1-17,2019,110,1
CARMELI,100,2017-6-12,2017,110,1
Carmelia Luz,20,2017-12-29,2017,110,1
Carmelle,80,2018-3-23,2018,110,1
Carmellete,100,2017-11-4,2017,110,1
Carmen,100,2018-12-5,2018,110,1
Carmen ,60,2017-4-4,2017,110,1
Carmiel,100,2019-2-21,2019,110,1
Carmina,100,2018-6-26,2018,110,1
Carol,100,2018-7-22,2018,110,1
caroline,100,2018-7-16,2018,110,1
Caroline,100,2018-4-4,2018,110,1
Caroline,100,2017-10-12,2017,110,1
Caroline,60,2017-3-14,2017,110,1
CAROLINE AI WEI,80,2018-4-3,2018,110,1
Carolyn,100,2018-8-24,2018,110,1
Carolyn,100,2018-8-21,2018,110,1
Carolyn,80,2017-10-26,2017,110,1
Carrian,80,2017-5-2,2017,110,1
Caryn Jiawei,100,2018-9-16,2018,110,1
Cassandra,100,2017-10-22,2017,110,1
Cassandra Faye,60,2018-3-4,2018,110,1
CASTILLO,80,2017-9-18,2017,110,1
Cath,100,2019-1-6,2019,110,1
Catharine,100,2017-6-13,2017,110,1
Catherene,100,2018-12-17,2018,110,1
Catherine,100,2018-11-12,2018,110,1
Catherine,100,2018-10-25,2018,110,1
Catherine,80,2018-7-20,2018,110,1
CATHERINE,100,2018-7-14,2018,110,1
CATHERINE,100,2018-5-13,2018,110,1
CATHERINE,100,2017-12-7,2017,110,1
Catherine,100,2017-11-17,2017,110,1
Catherine,80,2017-11-6,2017,110,1
CATHERINE,100,2017-10-12,2017,110,1
CATHERINE ,80,2017-4-12,2017,110,1
CATHERINE CAMILLE,100,2018-8-28,2018,110,1
catherine joy,100,2018-2-19,2018,110,1
Catherine Marie,60,2019-1-28,2019,110,1
CATHERINE YUXUAN,80,2018-8-24,2018,110,1
Cathleen Jamie,100,2018-6-19,2018,110,1
Cathy,100,2018-8-28,2018,110,1
Cecile Gee,100,2018-1-9,2018,110,1
CECILIA,100,2018-3-26,2018,110,1
Cecilia Shi Ting ,80,2018-12-10,2018,110,1
Cecilia Sze Yin,80,2018-12-31,2018,110,1
Cecille,20,2019-2-19,2019,110,1
Cecille,100,2018-5-29,2018,110,1
Cedric,100,2018-11-6,2018,110,1
Cedric,100,2018-7-15,2018,110,1
Cedrick Kean Jerud,100,2018-11-15,2018,110,1
Celeste,80,2019-2-26,2019,110,1
Celeste,80,2017-12-15,2017,110,1
Celestina,80,2019-1-5,2019,110,1
Celia,100,2018-7-31,2018,110,1
Celine,100,2018-6-21,2018,110,1
Celine Marie,100,2018-10-26,2018,110,1
Celine Nicole,100,2018-11-21,2018,110,1
Cenen Carlo,100,2017-12-2,2017,110,1
Chai Yen,100,2018-12-19,2018,110,1
Cham Chuen Andes,100,2016-8-29,2016,110,1
chamaiporn,100,2018-12-20,2018,110,1
Chamaiporn,80,2018-12-11,2018,110,1
Chan,100,2016-9-4,2016,110,1
Chan,100,2016-9-4,2016,110,1
CHAN JU,100,2018-11-19,2018,110,1
Chana Paulene,100,2018-6-11,2018,110,1
Chana Paulene,100,2018-2-13,2018,110,1
Chang ,100,2018-3-24,2018,110,1
CHANG HOI,100,2017-11-14,2017,110,1
Chang Yong,100,2018-12-23,2018,110,1
ChangChi,100,2019-2-4,2019,110,1
CHANGHEE,100,2018-7-2,2018,110,1
CHANGHOON,100,2018-5-23,2018,110,1
ChangHung,80,2019-2-26,2019,110,1
Changhyeon,60,2019-2-6,2019,110,1
CHANGWON,100,2018-7-30,2018,110,1
ChangXing,100,2019-2-7,2019,110,1
changyu,100,2017-2-11,2017,110,1
CHANOKPORN,80,2018-1-18,2018,110,1
chantal,100,2017-8-24,2017,110,1
CHAO HSUAN ,100,2017-5-31,2017,110,1
CHAO YI,100,2018-6-12,2018,110,1
CHAOCHUN,80,2016-9-2,2016,110,1
chaohong,100,2017-10-9,2017,110,1
CHAOHSIANG,80,2018-9-23,2018,110,1
Charie Mae,80,2018-7-18,2018,110,1
Charisma,100,2018-5-27,2018,110,1
Charissa Mae,100,2018-11-25,2018,110,1
Charisse,80,2019-1-8,2019,110,1
CHARISSE,100,2018-2-7,2018,110,1
CHARISSE CORINA,80,2017-6-26,2017,110,1
Charisse Jane,100,2018-2-1,2018,110,1
CHARISSE JOY,100,2018-6-12,2018,110,1
Charisse Severiana,80,2018-6-14,2018,110,1
Charites,60,2018-12-1,2018,110,1
Charity Joy,100,2018-5-24,2018,110,1
Chariz Kate,100,2018-6-30,2018,110,1
Charlaine,100,2017-11-6,2017,110,1
CHARLENE,80,2018-11-6,2018,110,1
Charlene,100,2018-3-27,2018,110,1
CHARLENE,100,2018-3-11,2018,110,1
Charlene,100,2018-1-19,2018,110,1
Charlene,100,2017-10-17,2017,110,1
Charlene,100,2017-10-4,2017,110,1
Charlene Anne,100,2018-6-4,2018,110,1
Charlene Joy,100,2018-10-5,2018,110,1
CHARLENE MAE,100,2018-10-9,2018,110,1
Charlene Stephanie,100,2018-11-24,2018,110,1
charles,100,2018-10-15,2018,110,1
CHARLES HENRY,100,2017-5-27,2017,110,1
Charles Justine,100,2019-2-4,2019,110,1
Charles Leighton,80,2018-7-31,2018,110,1
CHARLES TIMOTEO,100,2017-11-14,2017,110,1
Charlo Angelo,100,2017-10-29,2017,110,1
Charlotte,100,2018-12-26,2018,110,1
charlotte,100,2018-11-21,2018,110,1
CHARLOTTE,100,2018-2-18,2018,110,1
Charlotte,100,2017-2-9,2017,110,1
Charm Marie,100,2018-6-26,2018,110,1
CHARMAENE MARIE,100,2019-1-24,2019,110,1
Charmagne,100,2018-10-13,2018,110,1
Charmagne,100,2017-5-29,2017,110,1
CHARMAGNE SHAYNE,80,2018-3-17,2018,110,1
Charmaine,100,2018-9-26,2018,110,1
Charmaine,100,2018-9-1,2018,110,1
Charmaine,60,2017-12-8,2017,110,1
Charmaine,100,2017-1-9,2017,110,1
Charmaine Inah,100,2018-1-11,2018,110,1
CHARMAINE RHODA,80,2017-3-29,2017,110,1
Charmian Si Ying,100,2019-1-23,2019,110,1
Charmie,100,2018-9-22,2018,110,1
Charnell,100,2019-2-27,2019,110,1
Charnem,80,2017-4-11,2017,110,1
Charo,80,2018-11-5,2018,110,1
Charo Marie,100,2017-11-3,2017,110,1
Charunpong,100,2019-2-19,2019,110,1
CHARYN,80,2017-11-20,2017,110,1
CHASTINE,60,2017-2-23,2017,110,1
Chatchai,100,2018-11-4,2018,110,1
chau,80,2017-12-28,2017,110,1
Chau Bao Ngoc,100,2018-12-6,2018,110,1
Chau Li,100,2018-6-9,2018,110,1
Chavaugn,100,2018-8-14,2018,110,1
CHE CHING ELAINE,100,2019-2-28,2019,110,1
Che Chiu,100,2018-1-21,2018,110,1
Che Wai Jason,100,2018-8-8,2018,110,1
CHE YUN JERILYN,100,2018-6-28,2018,110,1
Cheah Ee,100,2017-5-22,2017,110,1
Chean,100,2018-2-4,2018,110,1
Chee Beng,100,2017-7-11,2017,110,1
Chee Chiew,80,2017-11-23,2017,110,1
CHEE CHIN,100,2018-6-15,2018,110,1
Chee Ching ,100,2018-1-2,2018,110,1
Chee Chuan,80,2018-6-2,2018,110,1
Chee Chung,80,2018-3-28,2018,110,1
Chee Heng William,100,2017-9-7,2017,110,1
Chee Hong,100,2018-12-14,2018,110,1
CHEE HONG,100,2018-1-18,2018,110,1
Chee Hou,80,2018-12-22,2018,110,1
Chee Hui,100,2018-11-4,2018,110,1
CHEE HWEE,100,2018-10-2,2018,110,1
Chee Keong,80,2018-6-6,2018,110,1
CHEE KIN,100,2018-6-15,2018,110,1
Chee Kiong,100,2019-2-16,2019,110,1
Chee Lee,80,2018-9-16,2018,110,1
Chee Lin,100,2017-9-28,2017,110,1
Chee Min,80,2018-9-28,2018,110,1
CHEE SIANG,80,2018-12-7,2018,110,1
chee Wai ,100,2018-1-25,2018,110,1
chee wei,100,2018-1-18,2018,110,1
Chee Whye,80,2019-1-3,2019,110,1
Chee Yang Spencer,100,2016-12-9,2016,110,1
CHEE YONG,100,2017-10-8,2017,110,1
Cheeng Hwi,100,2018-12-4,2018,110,1
Cheere Mae,100,2017-9-29,2017,110,1
Chelsealyn,80,2019-1-19,2019,110,1
chemi,100,2018-3-31,2018,110,1
chen,100,2018-11-16,2018,110,1
CHEN,100,2018-7-15,2018,110,1
Chen,100,2017-10-25,2017,110,1
CHEN,100,2017-6-19,2017,110,1
Chen,100,2017-4-6,2017,110,1
Chen Ching,100,2018-6-21,2018,110,1
Chen Choong,100,2017-11-14,2017,110,1
Chen chun,100,2018-6-14,2018,110,1
Chen Ting Corinne,100,2018-8-17,2018,110,1
CHEN YEE,80,2018-9-7,2018,110,1
CHEN YUAN JACKSON,100,2017-7-2,2017,110,1
Chen Yun,60,2017-7-8,2017,110,1
CHENCHEN,100,2017-11-6,2017,110,1
Chenee,100,2017-12-22,2017,110,1
CHENG,80,2018-10-23,2018,110,1
cheng,100,2018-8-13,2018,110,1
Cheng,80,2017-11-11,2017,110,1
CHENG ,100,2017-9-24,2017,110,1
Cheng cheng,60,2019-1-6,2019,110,1
cheng chun,100,2017-12-24,2017,110,1
Cheng Fong,100,2016-11-22,2016,110,1
Cheng Hsun,100,2018-8-19,2018,110,1
Cheng Ji,100,2018-4-15,2018,110,1
CHENG JUNG,100,2016-11-20,2016,110,1
Cheng Kim,100,2018-6-23,2018,110,1
Cheng Lee,80,2018-11-7,2018,110,1
Cheng Liang Alphonsus,100,2016-11-28,2016,110,1
Cheng Loke Clement,100,2017-10-12,2017,110,1
Cheng Soon,80,2016-12-22,2016,110,1
Cheng Wei,100,2018-10-17,2018,110,1
Cheng Yaw,100,2018-9-24,2018,110,1
Cheng Ying,80,2018-3-23,2018,110,1
Cheng Yong Abel,100,2018-9-5,2018,110,1
CHENG yu Chen,100,2018-6-19,2018,110,1
Chengshan,100,2018-6-23,2018,110,1
Chengyang,100,2018-7-9,2018,110,1
CHENI,100,2019-2-9,2019,110,1
Chennakrishnan,100,2016-12-13,2016,110,1
Chenne Rose,80,2018-11-16,2018,110,1
ChenRong,100,2018-6-22,2018,110,1
Cheong Kheng Chung,100,2018-3-28,2018,110,1
Cheow Beng,80,2017-11-17,2017,110,1
Cher Khoon Alvin,100,2018-2-1,2018,110,1
Cher Marizka,100,2017-11-14,2017,110,1
Cher Wei Alvin,60,2016-12-23,2016,110,1
Cher Yee,100,2018-11-24,2018,110,1
Cherelyn,60,2017-6-13,2017,110,1
Cherika,100,2019-1-20,2019,110,1
Cherlou May,60,2018-11-29,2018,110,1
Chermin,100,2019-2-21,2019,110,1
Cherobelle Aina,100,2018-11-7,2018,110,1
Cherrie Mae,60,2019-1-6,2019,110,1
Cherriemei,100,2018-9-27,2018,110,1
Cherry,100,2019-1-25,2019,110,1
Cherry,80,2018-2-27,2018,110,1
CHERRY,100,2017-7-26,2017,110,1
Cherry Anjannete,80,2018-10-27,2018,110,1
Cherry Joy,100,2018-8-6,2018,110,1
Cherry Lou,100,2018-7-30,2018,110,1
Cherry Mae,80,2018-8-26,2018,110,1
Cheryl,100,2018-9-1,2018,110,1
CHERYL LYNNE,100,2018-5-31,2018,110,1
Cheryl Wee Teng,80,2017-10-6,2017,110,1
Cheryl Yew Peng,100,2019-1-11,2019,110,1
Cheryll,100,2018-6-4,2018,110,1
Cheska Nadine,100,2017-8-22,2017,110,1
Chesper,80,2017-12-23,2017,110,1
Cheuk Chun,100,2018-9-10,2018,110,1
CHEUK HIM,80,2018-7-12,2018,110,1
CHEUK HIM,80,2017-11-1,2017,110,1
CHEUK Kiu,100,2018-6-4,2018,110,1
cheuk man,100,2017-9-26,2017,110,1
Cheuk On,80,2018-9-21,2018,110,1
Cheuk On,100,2018-4-28,2018,110,1
Cheuk Yan,80,2018-8-28,2018,110,1
Cheuk Yi,100,2018-12-30,2018,110,1
Cheung On,100,2017-7-28,2017,110,1
cheung suet yee ,100,2017-9-16,2017,110,1
Chevy Chad,80,2018-9-23,2018,110,1
Cheyene Anne,100,2017-9-2,2017,110,1
chi,80,2017-11-30,2017,110,1
chi,100,2017-7-5,2017,110,1
Chi Ching,80,2018-9-6,2018,110,1
Chi Ching,80,2018-2-12,2018,110,1
CHI CHING,80,2017-2-13,2017,110,1
Chi Ching,80,2016-9-27,2016,110,1
Chi Chung,100,2019-1-4,2019,110,1
CHI CHUNG ,100,2017-9-13,2017,110,1
Chi Hang,80,2018-10-29,2018,110,1
Chi Hin,80,2018-5-13,2018,110,1
Chi Ho,100,2018-7-2,2018,110,1
CHI HO,60,2017-10-18,2017,110,1
Chi ho,100,2017-8-22,2017,110,1
CHI HUNG,100,2019-2-4,2019,110,1
Chi Keung,100,2017-10-20,2017,110,1
CHI KIN,100,2018-8-11,2018,110,1
CHI KIN,60,2018-7-23,2018,110,1
Chi Kit,60,2018-2-19,2018,110,1
CHI KWAN,100,2017-5-3,2017,110,1
CHI KWONG,100,2018-7-14,2018,110,1
Chi Lung Lewis,80,2016-12-8,2016,110,1
Chi Man,40,2018-10-16,2018,110,1
chi ming christopher,60,2017-12-30,2017,110,1
CHI NANG,100,2016-8-7,2016,110,1
CHI TAT,100,2018-9-9,2018,110,1
chi wah,100,2018-8-26,2018,110,1
CHI WAI,100,2018-4-4,2018,110,1
chi wai,80,2017-9-23,2017,110,1
CHI WAI,100,2017-7-14,2017,110,1
Chi wen,100,2018-8-12,2018,110,1
CHI WING,100,2017-4-2,2017,110,1
Chi Yeung,100,2019-1-3,2019,110,1
CHI YING SHAYNE,100,2018-12-2,2018,110,1
CHI YUEN,60,2018-11-7,2018,110,1
CHI YUEN,100,2017-12-17,2017,110,1
chia ,100,2018-12-3,2018,110,1
CHIA CHEN,100,2019-2-10,2019,110,1
CHIA CHEN,100,2019-1-5,2019,110,1
Chia chen,100,2018-8-26,2018,110,1
CHIA CHIN,100,2018-3-11,2018,110,1
CHIA CHUN,100,2019-2-25,2019,110,1
CHIA HAO,100,2018-11-5,2018,110,1
chia hsin,100,2019-2-1,2019,110,1
CHIA HUI,80,2018-12-24,2018,110,1
Chia Hung,100,2019-2-19,2019,110,1
Chia Hung,100,2017-10-10,2017,110,1
CHIA JIA,100,2018-3-12,2018,110,1
CHIA MING,100,2019-1-31,2019,110,1
Chia Pin,100,2018-1-17,2018,110,1
CHIA SENG,100,2018-11-17,2018,110,1
Chia Yang,80,2018-12-15,2018,110,1
CHIA YI,100,2018-6-20,2018,110,1
Chia Yu,100,2018-10-5,2018,110,1
chia yu,100,2018-9-10,2018,110,1
CHIACHEN,80,2018-12-22,2018,110,1
CHIA-CHENG,100,2017-9-19,2017,110,1
Chiachi,100,2018-10-9,2018,110,1
Chiachi,100,2018-6-27,2018,110,1
ChiaChing,100,2018-4-18,2018,110,1
Chiachun,100,2018-7-25,2018,110,1
Chiachun ,100,2017-10-10,2017,110,1
Chiah,100,2019-1-18,2019,110,1
Chiahao,100,2018-10-29,2018,110,1
CHIAHO,100,2018-4-12,2018,110,1
CHIAHSIEN,100,2018-8-28,2018,110,1
ChiaHung,100,2017-11-15,2017,110,1
Chiaming,100,2018-8-15,2018,110,1
CHIANG,100,2018-9-30,2018,110,1
CHIANGHAO,80,2017-7-27,2017,110,1
CHIANING,100,2016-11-28,2016,110,1
Chiao,100,2018-6-10,2018,110,1
Chiao,100,2017-2-9,2017,110,1
CHIAOJUNG,100,2018-8-27,2018,110,1
Chia-Pu,100,2017-9-19,2017,110,1
CHIATZU,100,2018-10-19,2018,110,1
Chiawen,100,2018-12-31,2018,110,1
Chiawen,100,2018-7-8,2018,110,1
CHIAYI,100,2019-1-15,2019,110,1
Chia-yi,100,2018-1-12,2018,110,1
chiaying,100,2017-9-18,2017,110,1
CHIEH,100,2019-1-9,2019,110,1
CHIEH,100,2018-12-16,2018,110,1
CHIEH JUNG,100,2018-10-4,2018,110,1
Chieh lin,100,2018-1-4,2018,110,1
CHIEHCHENG,80,2019-2-18,2019,110,1
CHI-EN,100,2017-10-10,2017,110,1
chi-en,100,2017-10-10,2017,110,1
chien jung,100,2018-11-24,2018,110,1
Chien kou,100,2017-8-5,2017,110,1
CHIEN MING,100,2018-8-13,2018,110,1
Chien Po,100,2017-9-13,2017,110,1
CHIEN TING,100,2018-10-6,2018,110,1
Chien Wei,80,2018-12-6,2018,110,1
Chien Wen,100,2018-7-2,2018,110,1
Chien Yi,60,2018-7-13,2018,110,1
CHIEN YU,100,2018-2-2,2018,110,1
CHIENHUI,80,2017-7-24,2017,110,1
Chienju,80,2018-7-31,2018,110,1
Chienyao,80,2016-10-23,2016,110,1
CHIEUN,100,2018-10-2,2018,110,1
Chiew,100,2018-5-1,2018,110,1
CHIEW SEONG,100,2017-6-9,2017,110,1
Chih chia,100,2019-2-11,2019,110,1
CHIH CHIN,100,2017-10-15,2017,110,1
Chih Chun,100,2018-12-2,2018,110,1
CHIH HAO,100,2018-7-27,2018,110,1
CHIH HAO,100,2018-6-25,2018,110,1
CHIH HSI,100,2019-2-9,2019,110,1
CHIH HSIEN,100,2018-8-9,2018,110,1
CHIH LUNG,100,2017-10-9,2017,110,1
Chih Wei,60,2017-12-10,2017,110,1
Chih Wei,100,2017-10-9,2017,110,1
CHIH YI,100,2018-11-25,2018,110,1
CHIH YU,100,2018-8-29,2018,110,1
ChiHang,100,2018-8-17,2018,110,1
Chihau,100,2017-8-12,2017,110,1
Chihchen,80,2017-8-19,2017,110,1
CHIHCHENG,100,2019-2-9,2019,110,1
CHIH-CHING,100,2018-7-29,2018,110,1
CHIHHO,100,2017-9-20,2017,110,1
Chih-Hsiang,100,2017-9-1,2017,110,1
CHIHHSIUNG,100,2017-8-13,2017,110,1
CHIH-I,100,2017-6-9,2017,110,1
CHIHKAI,100,2019-2-9,2019,110,1
CHIHPIN,100,2019-1-22,2019,110,1
Chihyang,100,2017-11-5,2017,110,1
Chik Sam,100,2018-10-4,2018,110,1
ChiKong,100,2016-10-28,2016,110,1
Chim Song,100,2019-1-13,2019,110,1
CHIN  YIN,100,2018-7-5,2018,110,1
Chin Fang,100,2018-8-2,2018,110,1
CHIN FEN,100,2018-7-18,2018,110,1
Chin Guan,80,2017-11-7,2017,110,1
Chin hian,60,2017-11-5,2017,110,1
Chin Hui,100,2016-12-29,2016,110,1
Chin Kiat,100,2017-12-18,2017,110,1
CHIN KUAN,80,2018-2-4,2018,110,1
CHIN KUAN ,80,2018-11-9,2018,110,1
Chin Liang,100,2018-12-31,2018,110,1
Chin Lung,100,2017-4-9,2017,110,1
CHIN LYN EVELYN,100,2019-1-13,2019,110,1
Chin Siong,100,2018-11-30,2018,110,1
Chin Thye,100,2018-11-8,2018,110,1
Chin tzu,100,2018-10-21,2018,110,1
Chin Wei Joli,80,2018-6-26,2018,110,1
CHIN WEN,100,2018-1-1,2018,110,1
Chin yi,100,2018-7-9,2018,110,1
Chin Yik,100,2017-5-10,2017,110,1
CHINEMING,100,2018-7-18,2018,110,1
Chin-en ,80,2017-6-23,2017,110,1
Ching An,100,2019-1-5,2019,110,1
Ching Hon,80,2017-12-13,2017,110,1
Ching Kiat,80,2019-1-1,2019,110,1
CHING KUEI,100,2018-6-11,2018,110,1
Ching Lin,100,2018-1-8,2018,110,1
Ching Lung,100,2017-2-2,2017,110,1
Ching Man,80,2018-6-8,2018,110,1
Ching man,80,2018-2-26,2018,110,1
CHING MAN,60,2018-1-31,2018,110,1
CHING MEI,100,2019-2-15,2019,110,1
Ching Shan Joceylin,100,2018-12-5,2018,110,1
Ching szecerica,80,2017-2-15,2017,110,1
Ching Ting,100,2018-9-1,2018,110,1
ching wan cherry,100,2018-8-29,2018,110,1
Ching wen,100,2018-11-26,2018,110,1
Ching Ya,100,2017-8-13,2017,110,1
CHING YIN,100,2017-3-30,2017,110,1
CHING YU,100,2019-1-23,2019,110,1
Ching Yu ,100,2018-5-7,2018,110,1
ching yung,100,2018-9-17,2018,110,1
CHINGCHING,40,2016-12-28,2016,110,1
CHINGFANG,80,2017-6-26,2017,110,1
CHINGFANG,100,2017-5-28,2017,110,1
ChingHui,100,2018-9-25,2018,110,1
CHINGYING,80,2018-3-11,2018,110,1
ChingYu,100,2018-10-7,2018,110,1
Chingyun,100,2018-6-30,2018,110,1
Chinlung,100,2018-6-22,2018,110,1
ChinNgap,100,2017-4-23,2017,110,1
ChinYu,80,2017-5-2,2017,110,1
Chiow Lee,100,2018-9-2,2018,110,1
Chiqui,100,2017-12-7,2017,110,1
Chitra Devi,80,2018-6-25,2018,110,1
Chiu,100,2018-11-24,2018,110,1
CHIU  MEI,80,2019-1-10,2019,110,1
Chiu ha,100,2017-9-19,2017,110,1
Chiu Hon,100,2016-11-12,2016,110,1
CHIU KWONG SAMMY,100,2017-7-27,2017,110,1
CHIU WEI,100,2018-12-17,2018,110,1
Chiu wing tammy,100,2018-6-17,2018,110,1
Chiu Yun Joanne,100,2018-3-11,2018,110,1
CHIUN Hian,100,2018-11-30,2018,110,1
Chiung Huei,100,2019-1-28,2019,110,1
chiuyin,100,2016-10-25,2016,110,1
chiyen,60,2017-8-8,2017,110,1
Chloe,100,2017-7-18,2017,110,1
Cho,80,2017-7-28,2017,110,1
cho Kiu ,100,2018-8-24,2018,110,1
Cho kwan,100,2017-7-2,2017,110,1
CHO LONG,100,2018-11-24,2018,110,1
cho yin,100,2018-12-17,2018,110,1
Choi,80,2016-12-15,2016,110,1
CHOI LEUNG,80,2018-12-17,2018,110,1
CHOI WA,100,2018-1-12,2018,110,1
Choi Yeung,80,2018-11-13,2018,110,1
Chona,100,2018-7-26,2018,110,1
Chona Grace,100,2018-8-25,2018,110,1
Chong,100,2018-3-31,2018,110,1
Chong,60,2018-2-21,2018,110,1
Chong Lin,100,2017-6-21,2017,110,1
Chong Ling,20,2018-1-11,2018,110,1
Chong Sheng,100,2018-1-11,2018,110,1
Chong Swee Jason,100,2018-11-13,2018,110,1
chonkamol,100,2018-12-25,2018,110,1
Choo,80,2018-12-31,2018,110,1
Choo Seng,100,2017-10-20,2017,110,1
CHOON HOE,100,2019-1-9,2019,110,1
Choon Hong,100,2018-12-11,2018,110,1
CHOON HONG,100,2018-8-15,2018,110,1
Choon hong,80,2017-7-3,2017,110,1
Choon Hwee,80,2017-8-20,2017,110,1
choon Peng,20,2019-1-9,2019,110,1
Choong Chern Loong Dustin,60,2019-1-5,2019,110,1
Choongyul,100,2018-7-30,2018,110,1
choonling,40,2017-9-12,2017,110,1
Chor Kee,100,2017-8-17,2017,110,1
chor ping,100,2017-3-26,2017,110,1
Chor Wee,80,2017-12-8,2017,110,1
CHOU,100,2018-7-19,2018,110,1
Chow,80,2017-2-17,2017,110,1
Chow Wah,100,2018-10-16,2018,110,1
