,season,holiday,weather,temp,humidity,windspeed,count,hour,month,hour_count,wendu,wh
571,1,0,1,9.84,65,0.0,30,23,2,正常,0,1
641,1,0,3,6.56,80,11.0014,46,22,2,正常,0,2
3691,3,0,1,31.16,66,15.0013,376,17,9,高峰,4,0
9810,4,0,1,13.12,66,15.0013,15,3,10,低谷,1,2
3904,3,0,1,30.34,51,15.0013,579,17,9,高峰,4,0
6333,1,0,1,18.86,94,15.0013,3,3,3,低谷,2,2
4345,4,0,2,22.14,94,0.0,4,2,10,低谷,2,2
2703,3,0,1,32.8,24,0.0,292,13,7,高峰,4,1
7422,2,0,3,25.42,73,16.9979,134,15,5,中高峰,3,1
3350,3,0,1,33.62,56,12.998,185,12,8,中高峰,5,1
1563,2,0,1,19.68,88,22.0028,23,0,4,低谷,2,2
10588,4,0,2,14.76,71,11.0014,215,14,12,中高峰,1,1
9264,3,0,1,25.42,61,16.9979,299,9,9,中高峰,3,1
2787,3,0,1,28.7,65,7.0015,39,1,7,低谷,4,2
3430,3,0,1,29.52,42,15.0013,287,20,8,中高峰,4,0
4998,4,0,1,9.84,87,0.0,445,8,12,高峰,0,0
8124,2,0,2,25.42,73,7.0015,273,21,6,正常,3,2
10702,4,0,2,10.66,65,11.0014,688,8,12,高峰,0,0
10048,4,0,1,10.66,81,6.0032,165,1,11,低谷,0,2
4358,4,0,1,27.06,78,12.998,155,15,10,中高峰,3,1
3121,3,0,1,30.34,66,11.0014,91,23,7,正常,4,2
8772,3,0,2,29.52,74,0.0,317,21,8,正常,4,2
2273,2,0,1,32.8,21,26.0027,188,15,6,中高峰,4,1
10283,4,0,1,12.3,49,23.9994,187,21,11,正常,1,2
1554,2,0,1,20.5,77,15.0013,297,15,4,中高峰,2,0
2693,3,0,1,26.24,53,0.0,11,3,7,低谷,3,2
9675,4,0,2,17.22,71,0.0,392,12,10,中高峰,2,0
6773,1,0,1,24.6,64,16.9979,282,12,3,中高峰,3,1
1472,2,0,1,13.94,76,15.0013,6,5,4,低谷,1,2
2027,2,0,1,21.32,72,8.9981,203,9,5,中高峰,2,0
7537,2,0,1,24.6,60,16.9979,350,10,5,正常,3,0
6025,1,0,1,13.12,45,0.0,299,7,2,正常,1,0
9266,3,0,1,27.06,47,16.9979,585,11,9,中高峰,3,0
1816,2,0,1,26.24,69,15.0013,181,14,5,中高峰,3,1
117,1,0,1,6.56,64,0.0,2,2,1,低谷,0,2
278,1,0,1,5.74,50,19.0012,2,1,1,低谷,0,2
5799,1,1,1,10.66,56,19.0012,144,19,1,高峰,0,0
9083,3,0,3,31.16,67,16.9979,207,20,9,中高峰,4,1
1814,2,0,1,25.42,69,15.0013,187,12,5,中高峰,3,1
7557,2,0,3,21.32,94,19.9995,65,6,5,正常,2,2
4177,4,0,1,18.86,67,12.998,10,2,10,低谷,2,2
3960,3,0,1,17.22,67,12.998,26,1,9,低谷,2,2
3275,3,0,1,30.34,70,15.0013,215,9,8,中高峰,4,1
1022,1,0,1,8.2,80,39.0007,1,3,3,低谷,0,2
2194,2,0,1,22.96,88,19.0012,453,8,5,高峰,2,0
6342,1,0,1,22.96,37,15.0013,220,12,3,中高峰,2,1
3156,3,0,1,35.26,36,11.0014,97,10,8,正常,5,1
3785,3,0,3,26.24,94,19.0012,113,17,9,高峰,3,0
204,1,0,1,6.56,43,22.0028,41,19,1,高峰,0,0
1806,2,0,1,18.04,77,11.0014,17,4,5,低谷,2,2
1522,2,0,2,12.3,93,11.0014,21,7,4,正常,1,2
1040,1,0,1,11.48,38,15.0013,54,21,3,正常,0,2
8032,2,0,1,23.78,78,12.998,51,1,6,低谷,3,2
7696,2,0,1,26.24,53,15.0013,34,1,6,低谷,3,2
8125,2,0,2,25.42,73,11.0014,164,22,6,正常,3,2
1250,1,0,2,16.4,62,26.0027,59,22,3,正常,1,2
3511,3,0,1,25.42,73,19.0012,30,5,8,低谷,3,2
4560,4,0,1,13.94,76,8.9981,7,2,11,低谷,1,2
9532,4,0,2,24.6,43,11.0014,305,13,10,高峰,3,1
2395,2,0,1,32.8,43,16.9979,539,17,6,高峰,4,0
3447,3,0,2,30.34,74,22.0028,153,13,8,高峰,4,0
6678,1,0,2,27.06,41,6.0032,273,13,3,高峰,3,1
750,1,0,1,22.96,21,43.9989,90,15,2,中高峰,2,1
1449,2,0,1,9.84,70,7.0015,56,6,4,正常,0,2
5414,4,0,1,16.4,40,16.9979,208,16,12,高峰,1,1
9323,3,0,1,23.78,56,8.9981,461,20,9,中高峰,3,0
5046,4,0,1,10.66,87,0.0,55,8,12,高峰,0,1
3765,3,0,3,26.24,89,6.0032,96,20,9,中高峰,3,0
5943,1,0,1,13.94,49,7.0015,163,20,2,中高峰,1,0
1457,2,0,1,20.5,34,27.9993,115,14,4,中高峰,2,1
2110,2,0,3,22.14,94,8.9981,157,20,5,中高峰,2,1
3809,3,0,1,28.7,79,16.9979,505,17,9,高峰,4,0
9708,4,1,2,16.4,76,15.0013,151,21,10,正常,1,1
3445,3,0,2,30.34,70,12.998,314,11,8,中高峰,4,0
3206,3,0,3,31.16,55,8.9981,161,12,8,中高峰,4,1
7314,2,0,1,22.96,88,15.0013,14,3,5,低谷,2,2
8828,3,0,3,28.7,84,19.0012,33,5,8,低谷,4,2
2178,2,0,1,25.42,61,22.0028,290,16,5,高峰,3,1
6096,1,0,1,8.2,59,12.998,64,6,2,正常,0,2
1643,2,0,1,18.86,51,8.9981,170,9,4,中高峰,2,0
7559,2,0,3,22.14,88,15.0013,156,8,5,高峰,2,0
2017,2,0,2,21.32,59,8.9981,81,23,5,正常,2,2
5386,4,0,1,10.66,60,15.0013,228,12,12,中高峰,0,0
7654,2,0,1,18.86,82,7.0015,515,7,5,正常,2,0
4141,4,0,1,23.78,53,16.9979,183,14,10,中高峰,3,1
7295,2,0,3,18.86,88,12.998,627,8,5,高峰,2,0
1818,2,0,1,27.06,61,15.0013,269,16,5,高峰,3,1
6224,1,0,1,17.22,41,23.9994,134,14,2,中高峰,2,1
5129,4,0,3,13.94,87,43.0006,33,19,12,高峰,1,0
9583,4,0,2,29.52,58,0.0,478,16,10,高峰,4,1
673,1,0,1,4.92,74,15.0013,140,9,2,中高峰,0,0
4785,4,0,1,15.58,54,19.0012,315,11,11,中高峰,1,0
2692,3,0,1,25.42,69,0.0,13,2,7,低谷,3,2
7538,2,0,1,25.42,57,16.9979,428,11,5,中高峰,3,0
3242,3,0,1,27.06,74,7.0015,54,0,8,低谷,3,2
469,1,0,1,15.58,76,22.0028,76,15,2,中高峰,1,1
4890,4,0,3,18.04,88,26.0027,99,20,11,中高峰,2,0
9735,4,0,2,18.86,88,6.0032,33,0,10,低谷,2,2
2686,2,0,1,28.7,70,12.998,232,20,6,中高峰,4,1
10121,4,0,2,11.48,56,19.9995,74,2,11,低谷,0,2
5555,1,0,1,18.86,36,12.998,178,14,1,中高峰,2,1
3337,3,0,1,30.34,66,7.0015,72,23,8,正常,4,2
5384,4,0,1,9.84,60,16.9979,129,10,12,正常,0,0
10609,4,0,2,16.4,87,7.0015,404,11,12,中高峰,1,0
7992,2,0,2,26.24,69,39.0007,352,9,6,中高峰,3,0
3154,3,0,1,32.8,43,12.998,382,8,8,高峰,4,0
3878,3,0,1,30.34,48,6.0032,212,15,9,中高峰,4,1
1798,2,0,2,18.86,82,0.0,121,20,5,中高峰,2,1
8687,3,0,1,30.34,72,12.998,181,8,8,高峰,4,1
2981,3,0,1,30.34,58,12.998,4,3,7,低谷,4,2
288,1,0,2,8.2,44,30.0026,37,11,1,中高峰,0,1
5302,4,0,1,13.12,70,11.0014,50,0,12,低谷,1,2
4984,4,0,1,14.76,43,7.0015,405,18,12,高峰,1,0
7437,2,0,2,22.96,88,7.0015,126,6,5,正常,2,2
6111,1,0,2,13.12,66,6.0032,122,21,2,正常,1,2
5563,1,0,1,14.76,50,12.998,135,22,1,正常,1,2
4896,4,0,2,17.22,82,15.0013,5,2,11,低谷,2,2
5536,1,0,1,13.94,34,6.0032,265,19,1,高峰,1,0
4301,4,0,1,21.32,83,6.0032,123,6,10,正常,2,2
7076,2,0,2,13.94,53,11.0014,21,5,4,低谷,1,2
2963,3,0,1,31.98,55,32.9975,176,9,7,中高峰,4,0
2681,2,0,2,30.34,55,7.0015,362,15,6,中高峰,4,0
5202,4,0,1,9.84,35,15.0013,124,20,12,中高峰,0,1
8645,3,0,1,35.26,41,8.9981,225,14,8,中高峰,5,1
3103,3,0,1,26.24,78,7.0015,17,5,7,低谷,3,2
2116,2,0,2,21.32,100,8.9981,50,2,5,低谷,2,2
1787,2,0,2,18.86,72,8.9981,141,9,5,中高峰,2,1
5360,4,0,2,10.66,52,19.0012,181,10,12,正常,0,0
10561,4,0,1,10.66,48,11.0014,178,11,12,中高峰,0,1
9298,3,0,1,25.42,38,19.9995,633,19,9,高峰,3,0
4549,4,0,1,19.68,51,11.0014,187,15,11,中高峰,2,1
1839,2,0,2,28.7,58,40.9973,194,13,5,高峰,4,1
5621,1,0,2,9.02,55,6.0032,420,8,1,高峰,0,0
6812,2,0,1,16.4,76,32.9975,4,4,4,低谷,1,2
1815,2,0,2,25.42,69,12.998,170,13,5,高峰,3,1
2994,3,0,2,27.06,89,0.0,141,16,7,高峰,3,1
3949,3,0,2,26.24,65,27.9993,170,14,9,中高峰,3,1
4485,4,0,2,21.32,77,11.0014,137,22,10,正常,2,2
1929,2,0,1,19.68,59,0.0,40,7,5,正常,2,2
10743,4,0,1,9.02,69,6.0032,26,1,12,低谷,0,2
1612,2,0,3,16.4,100,19.9995,2,2,4,低谷,1,2
7812,2,0,1,22.14,56,11.0014,283,21,6,正常,2,2
3488,3,0,1,24.6,88,16.9979,90,6,8,正常,3,2
4401,4,0,1,22.14,45,30.0026,322,10,10,正常,2,0
9919,4,0,1,22.96,52,12.998,466,16,10,高峰,2,1
482,1,0,1,6.56,50,19.9995,2,5,2,低谷,0,2
8654,3,0,1,29.52,70,16.9979,177,23,8,正常,4,2
4612,4,0,1,10.66,60,16.9979,23,6,11,正常,0,2
3672,3,0,1,27.88,83,7.0015,162,22,9,正常,3,1
5498,1,0,1,0.82,41,12.998,14,5,1,低谷,0,2
3172,3,0,1,27.88,69,0.0,8,2,8,低谷,3,2
7950,2,0,1,32.8,41,23.9994,259,15,6,中高峰,4,1
2385,2,0,2,26.24,69,12.998,334,7,6,正常,3,0
4063,4,0,2,16.4,76,22.0028,67,8,10,高峰,1,1
781,1,0,2,9.02,44,6.0032,20,23,2,正常,0,2
10104,4,0,1,10.66,60,11.0014,363,9,11,中高峰,0,0
6396,1,0,1,20.5,25,16.9979,303,18,3,高峰,2,0
6077,1,0,1,9.84,52,15.0013,99,11,2,中高峰,0,1
9765,4,0,1,14.76,50,11.0014,159,6,10,正常,1,2
10407,4,0,2,14.76,66,15.0013,19,1,11,低谷,1,2
8906,3,0,1,31.16,40,6.0032,245,11,8,中高峰,4,1
2060,2,0,1,25.42,69,15.0013,527,18,5,高峰,3,0
3773,3,0,3,25.42,94,6.0032,14,5,9,低谷,3,2
5389,4,0,1,13.12,45,19.0012,207,15,12,中高峰,1,0
10347,4,0,1,17.22,38,12.998,278,13,11,高峰,2,1
779,1,0,1,9.84,52,0.0,66,21,2,正常,0,2
10467,4,0,1,16.4,71,15.0013,431,13,12,高峰,1,0
3775,3,0,3,25.42,94,7.0015,179,7,9,正常,3,0
3400,3,0,1,32.8,29,0.0,142,14,8,中高峰,4,1
8464,3,0,2,28.7,51,7.0015,118,1,7,低谷,4,2
4763,4,1,1,15.58,37,36.9974,236,13,11,高峰,1,0
8880,3,0,1,28.7,48,15.0013,217,9,8,中高峰,4,1
3402,3,0,1,32.8,27,12.998,298,16,8,高峰,4,1
6626,1,0,1,19.68,82,19.0012,342,9,3,中高峰,2,0
10016,4,0,1,15.58,40,22.0028,638,17,11,高峰,1,0
5543,1,0,1,9.02,69,11.0014,5,2,1,低谷,0,2
10119,4,0,2,12.3,56,19.0012,283,0,11,低谷,1,2
4631,4,0,1,10.66,81,0.0,115,1,11,低谷,0,2
8993,3,0,1,27.06,61,8.9981,19,2,8,低谷,3,2
2907,3,0,1,28.7,61,8.9981,113,1,7,低谷,4,2
7873,2,0,1,27.06,47,16.9979,249,10,6,正常,3,1
2856,3,0,1,30.34,62,11.0014,182,22,7,正常,4,2
4038,3,0,2,20.5,82,15.0013,332,7,9,正常,2,0
5643,1,0,2,7.38,93,11.0014,222,7,1,正常,0,0
6485,1,0,1,17.22,38,19.9995,161,11,3,中高峰,2,1
801,1,0,1,15.58,43,12.998,118,20,2,中高峰,1,0
6194,1,0,2,9.84,70,0.0,513,8,2,高峰,0,0
5584,1,0,1,21.32,42,7.0015,215,19,1,高峰,2,0
198,1,0,1,8.2,34,30.0026,75,13,1,高峰,0,0
5262,4,0,1,8.2,69,7.0015,400,8,12,高峰,0,0
10717,4,0,2,11.48,56,15.0013,79,23,12,正常,0,2
2510,2,0,1,33.62,46,0.0,420,12,6,中高峰,5,0
451,1,0,2,9.02,87,8.9981,64,21,2,正常,0,2
1628,2,0,1,18.04,62,26.0027,321,18,4,高峰,2,0
1527,2,0,2,14.76,81,8.9981,202,12,4,中高峰,1,0
3258,3,0,1,32.8,49,16.9979,330,16,8,高峰,4,1
6624,1,0,2,18.86,82,19.0012,308,7,3,正常,2,0
1859,2,0,3,13.94,93,23.9994,40,9,5,中高峰,1,0
1882,2,0,1,17.22,50,16.9979,440,8,5,高峰,2,0
4294,4,1,2,22.14,88,7.0015,75,23,10,正常,2,1
9157,3,0,1,30.34,70,19.0012,179,22,9,正常,4,2
364,1,0,1,9.84,38,15.0013,99,16,1,高峰,0,0
968,1,0,1,13.12,61,16.9979,107,19,3,高峰,1,0
7086,2,0,1,22.14,28,16.9979,352,15,4,中高峰,2,1
5397,4,0,1,8.2,75,7.0015,37,23,12,正常,0,1
6413,1,0,1,13.12,45,26.0027,256,11,3,中高峰,1,0
5759,1,0,2,6.56,48,26.0027,25,3,1,低谷,0,2
3386,3,0,1,28.7,45,7.0015,46,0,8,低谷,4,2
5693,1,0,1,13.12,81,7.0015,230,9,1,中高峰,1,0
5076,4,0,2,18.86,67,0.0,133,14,12,中高峰,2,1
4270,4,0,1,20.5,88,7.0015,123,23,10,正常,2,1
2486,2,0,1,32.8,55,15.0013,347,12,6,中高峰,4,0
7515,2,0,1,26.24,36,11.0014,559,12,5,中高峰,3,0
4467,4,0,2,18.04,94,7.0015,4,4,10,低谷,2,2
4901,4,0,3,13.94,61,19.0012,168,7,11,正常,1,0
4461,4,0,1,20.5,77,0.0,104,22,10,正常,2,2
8665,3,0,2,32.8,52,12.998,249,10,8,正常,4,1
5448,1,1,1,14.76,34,30.0026,7,2,1,低谷,1,2
8775,3,0,1,28.7,84,0.0,58,0,8,低谷,4,2
381,1,1,2,6.56,47,15.0013,47,9,1,中高峰,0,1
10089,4,0,1,13.94,46,15.0013,542,18,11,高峰,1,0
3027,3,0,1,25.42,73,12.998,20,1,7,低谷,3,2
6950,2,0,1,19.68,20,12.998,182,22,4,正常,2,1
9668,4,0,2,18.04,54,8.9981,10,5,10,低谷,2,2
604,1,0,1,9.84,56,32.9975,243,8,2,高峰,0,0
9274,3,0,1,27.06,36,16.9979,496,19,9,高峰,3,0
10464,4,0,2,12.3,87,0.0,293,10,12,正常,1,0
9762,4,0,1,17.22,47,19.9995,3,3,10,低谷,2,2
4648,4,0,1,17.22,71,7.0015,185,18,11,高峰,2,0
9846,4,0,1,27.06,39,27.9993,568,15,10,中高峰,3,0
7976,2,0,2,27.06,89,19.0012,681,17,6,高峰,3,0
7414,2,0,1,21.32,72,19.0012,463,7,5,正常,2,0
508,1,0,1,5.74,74,8.9981,220,8,2,高峰,0,0
1460,2,0,1,21.32,32,30.0026,356,17,4,高峰,2,0
2384,2,0,1,24.6,78,8.9981,126,6,6,正常,3,2
4020,3,0,1,22.96,60,8.9981,376,13,9,高峰,2,0
5193,4,0,1,13.12,53,27.9993,236,11,12,中高峰,1,0
10020,4,0,2,14.76,46,23.9994,156,21,11,正常,1,2
2832,3,0,1,28.7,79,12.998,186,22,7,正常,4,2
3619,3,0,1,29.52,54,16.9979,628,17,9,高峰,4,0
2478,2,0,1,27.88,79,6.0032,13,4,6,低谷,3,2
593,1,0,1,13.12,70,0.0,78,21,2,正常,1,2
10093,4,0,1,11.48,56,12.998,115,22,11,正常,0,2
8490,3,0,2,27.88,89,11.0014,57,3,7,低谷,3,2
8455,3,0,2,32.8,36,15.0013,492,16,7,高峰,4,1
1740,2,0,2,21.32,55,7.0015,109,10,4,正常,2,1
6274,1,0,1,17.22,32,19.9995,307,16,2,高峰,2,1
915,1,0,1,21.32,23,19.9995,96,14,3,中高峰,2,1
221,1,0,2,8.2,40,19.0012,52,12,1,中高峰,0,1
3425,3,0,1,32.8,29,11.0014,249,15,8,中高峰,4,1
1838,2,0,2,27.88,61,32.9975,217,12,5,中高峰,3,1
4287,4,1,2,28.7,45,6.0032,402,16,10,高峰,4,0
10756,4,0,1,16.4,43,12.998,299,14,12,中高峰,1,1
1225,1,0,2,13.94,71,19.0012,88,20,3,中高峰,1,0
5382,4,0,1,8.2,69,0.0,32,8,12,高峰,0,1
7747,2,0,1,20.5,72,6.0032,13,4,6,低谷,2,2
8812,3,0,1,35.26,41,7.0015,281,13,8,高峰,5,1
166,1,0,2,6.56,74,11.0014,5,5,1,低谷,0,2
2122,2,0,2,22.14,94,8.9981,70,8,5,高峰,2,1
6523,1,0,3,22.96,52,32.9975,26,1,3,低谷,2,2
2765,3,1,1,26.24,78,0.0,26,3,7,低谷,3,2
6660,1,0,1,26.24,33,11.0014,472,19,3,高峰,3,0
6201,1,0,2,17.22,38,30.0026,145,15,2,中高峰,2,1
5466,1,1,2,9.84,41,22.0028,66,21,1,正常,0,1
4941,4,0,1,10.66,60,8.9981,59,23,11,正常,0,2
4322,4,0,3,22.14,94,19.9995,2,3,10,低谷,2,2
5849,1,0,1,7.38,47,16.9979,78,22,1,正常,0,2
7402,2,0,1,23.78,56,22.0028,546,19,5,高峰,3,0
3632,3,0,1,24.6,83,8.9981,76,6,9,正常,3,2
8389,3,0,2,26.24,83,8.9981,139,22,7,正常,3,2
1191,1,0,1,13.12,53,22.0028,140,9,3,中高峰,1,0
3222,3,0,2,27.88,89,0.0,7,4,8,低谷,3,2
905,1,0,1,8.2,75,8.9981,1,4,3,低谷,0,2
8359,3,0,1,31.98,40,19.0012,413,16,7,高峰,4,1
2850,3,0,1,35.26,39,15.0013,265,16,7,高峰,5,1
1631,2,0,1,17.22,67,11.0014,117,21,4,正常,2,2
4992,4,0,1,9.84,75,0.0,10,2,12,低谷,0,2
7222,2,0,2,16.4,82,8.9981,406,7,4,正常,1,0
10479,4,0,1,16.4,82,8.9981,13,1,12,低谷,1,2
4702,4,0,1,14.76,87,0.0,13,0,11,低谷,1,2
5449,1,1,1,11.48,45,22.0028,4,4,1,低谷,0,2
8263,3,0,1,37.72,33,16.9979,433,16,7,高峰,5,1
453,1,0,3,8.2,93,12.998,16,23,2,正常,0,2
1032,1,0,1,13.12,36,26.0027,70,13,3,高峰,1,1
4446,4,0,2,20.5,55,11.0014,309,7,10,正常,2,0
990,1,0,2,19.68,59,23.9994,164,17,3,高峰,2,0
2212,2,0,1,20.5,94,0.0,15,2,5,低谷,2,2
8879,3,0,1,27.06,54,15.0013,119,8,8,高峰,3,1
592,1,0,2,13.12,70,7.0015,88,20,2,中高峰,1,0
7504,2,0,1,20.5,48,0.0,93,1,5,低谷,2,2
6209,1,0,2,14.76,50,6.0032,57,23,2,正常,1,2
7018,2,0,1,22.14,22,27.9993,704,18,4,高峰,2,0
2184,2,0,2,22.14,88,19.0012,98,22,5,正常,2,2
10703,4,0,2,11.48,61,8.9981,285,9,12,中高峰,0,0
1004,1,0,2,16.4,100,19.9995,9,8,3,高峰,1,1
5385,4,0,2,9.84,60,15.0013,188,11,12,中高峰,0,0
9289,3,0,1,25.42,50,19.0012,210,10,9,正常,3,1
9772,4,0,1,20.5,31,7.0015,291,13,10,高峰,2,1
5424,1,0,1,13.12,76,0.0,75,2,1,低谷,1,2
3468,3,0,1,28.7,79,15.0013,183,10,8,正常,4,0
3,1,0,1,9.84,75,0.0,13,3,1,低谷,0,2
5668,1,0,1,8.2,82,7.0015,499,8,1,高峰,0,0
10290,4,0,1,9.02,69,12.998,6,4,11,低谷,0,2
9352,3,0,1,22.14,77,6.0032,28,1,9,低谷,2,2
661,1,0,1,5.74,28,7.0015,112,19,2,高峰,0,0
8238,3,1,1,37.72,35,19.9995,454,15,7,中高峰,5,0
4969,4,0,1,10.66,56,16.9979,7,3,12,低谷,0,2
8008,2,0,1,24.6,56,15.0013,21,1,6,低谷,3,2
7331,2,0,1,27.88,51,7.0015,313,20,5,中高峰,3,0
2661,2,0,2,30.34,51,7.0015,326,19,6,高峰,4,0
3847,3,0,1,24.6,88,0.0,37,7,9,正常,3,2
3675,3,0,1,27.06,83,8.9981,75,1,9,低谷,3,2
3517,3,0,1,30.34,51,15.0013,150,11,8,中高峰,4,1
2615,2,0,3,25.42,83,16.9979,188,21,6,正常,3,2
3298,3,0,1,29.52,79,12.998,89,8,8,高峰,4,1
100,1,0,1,9.02,37,22.0028,115,9,1,中高峰,0,0
8257,3,0,1,35.26,44,23.9994,186,10,7,正常,5,1
10498,4,0,2,18.86,77,0.0,300,20,12,中高峰,2,0
9194,3,0,3,28.7,84,11.0014,62,11,9,中高峰,4,1
3070,3,0,1,29.52,51,15.0013,296,20,7,中高峰,4,1
3962,3,0,1,16.4,71,16.9979,6,3,9,低谷,1,2
5934,1,0,1,13.12,53,19.9995,164,11,2,中高峰,1,1
2717,3,0,1,26.24,53,0.0,26,3,7,低谷,3,2
3107,3,0,1,30.34,67,15.0013,203,9,7,中高峰,4,0
6278,1,0,1,16.4,35,12.998,171,20,2,中高峰,1,0
9904,4,0,1,15.58,76,0.0,17,1,10,低谷,1,2
10772,4,0,2,9.84,75,0.0,11,6,12,正常,0,2
7245,2,0,3,21.32,77,7.0015,26,6,5,正常,2,2
5862,1,0,1,6.56,55,11.0014,99,11,1,中高峰,0,1
9876,4,0,1,21.32,59,22.0028,206,21,10,正常,2,2
4523,4,0,1,19.68,55,12.998,167,13,11,高峰,2,1
6198,1,0,2,12.3,52,15.0013,172,12,2,中高峰,1,1
664,1,0,1,4.92,39,0.0,51,22,2,正常,0,2
6423,1,0,1,11.48,36,15.0013,79,21,3,正常,0,1
247,1,0,2,6.56,86,15.0013,76,16,1,高峰,0,1
8663,3,0,1,29.52,70,8.9981,668,8,8,高峰,4,0
5999,1,0,1,7.38,80,7.0015,17,5,2,低谷,0,2
4033,3,0,2,21.32,72,8.9981,13,2,9,低谷,2,2
5247,4,0,2,12.3,56,0.0,359,17,12,高峰,1,0
9968,4,0,3,25.42,69,23.9994,425,17,10,高峰,3,0
5656,1,0,1,13.94,53,7.0015,200,20,1,中高峰,1,0
6896,2,0,1,20.5,31,12.998,402,16,4,高峰,2,1
10045,4,0,1,13.12,57,7.0015,146,22,11,正常,1,1
1380,2,0,1,14.76,50,32.9975,142,9,4,中高峰,1,1
6412,1,0,1,12.3,49,22.0028,192,10,3,正常,1,0
7589,2,0,2,26.24,73,12.998,184,14,5,中高峰,3,1
4731,4,0,2,14.76,100,8.9981,23,5,11,低谷,1,2
3388,3,0,1,27.06,54,8.9981,11,2,8,低谷,3,2
9985,4,0,3,14.76,62,12.998,146,10,11,正常,1,1
6856,2,0,1,19.68,48,0.0,41,0,4,低谷,2,2
904,1,0,1,9.02,69,19.0012,4,3,3,低谷,0,2
8631,3,0,1,28.7,74,0.0,63,0,8,低谷,4,2
6910,2,0,1,12.3,49,26.0027,80,6,4,正常,1,2
8693,3,0,1,36.08,40,26.0027,472,14,8,中高峰,5,0
4678,4,0,1,13.94,87,6.0032,18,0,11,低谷,1,2
7882,2,0,1,30.34,30,15.0013,555,19,6,高峰,4,0
651,1,0,1,4.92,42,23.9994,122,9,2,中高峰,0,0
3633,3,0,1,24.6,83,7.0015,259,7,9,正常,3,0
7393,2,0,2,21.32,77,12.998,190,10,5,正常,2,1
6404,1,0,2,14.76,40,11.0014,80,2,3,低谷,1,2
10198,4,0,1,13.12,76,0.0,146,8,11,高峰,1,1
1717,2,0,1,18.86,41,27.9993,304,11,4,中高峰,2,0
1768,2,0,2,22.14,64,12.998,107,14,4,中高峰,2,1
5307,4,0,2,13.12,70,19.0012,24,5,12,低谷,1,2
10767,4,0,2,10.66,81,6.0032,95,1,12,低谷,0,2
9237,3,0,2,27.06,89,19.0012,34,6,9,正常,3,2
6445,1,0,1,10.66,53,15.0013,226,19,3,高峰,0,0
9574,4,0,2,24.6,94,12.998,515,7,10,正常,3,0
8259,3,0,1,36.9,35,23.9994,276,12,7,中高峰,5,1
3341,3,0,1,29.52,62,0.0,3,3,8,低谷,4,2
8157,3,0,1,28.7,79,6.0032,27,6,7,正常,4,2
1123,1,0,2,13.12,57,19.9995,81,11,3,中高峰,1,1
1008,1,0,2,18.86,94,22.0028,79,12,3,中高峰,2,0
3712,3,1,1,30.34,70,11.0014,357,14,9,中高峰,4,0
9280,3,0,1,22.14,60,12.998,18,1,9,低谷,2,2
7447,2,0,2,27.06,50,12.998,357,16,5,高峰,3,1
2818,3,0,2,29.52,74,7.0015,428,8,7,高峰,4,0
995,1,0,2,17.22,77,19.9995,63,22,3,正常,2,1
9695,4,1,2,14.76,71,15.0013,397,8,10,高峰,1,1
2257,2,0,1,30.34,51,11.0014,69,23,6,正常,4,2
1436,2,0,1,17.22,38,27.9993,273,17,4,高峰,2,0
6452,1,0,1,8.2,44,15.0013,4,2,3,低谷,0,2
10164,4,0,1,13.94,42,19.9995,161,22,11,正常,1,2
613,1,0,1,9.02,32,39.0007,176,17,2,高峰,0,0
6364,1,0,1,14.76,50,11.0014,132,10,3,正常,1,1
2323,2,0,2,29.52,34,16.9979,344,17,6,高峰,4,0
8992,3,0,1,27.06,65,7.0015,54,1,8,低谷,3,2
8731,3,0,2,29.52,74,8.9981,11,4,8,低谷,4,2
382,1,1,2,6.56,50,16.9979,57,10,1,正常,0,0
902,1,0,1,9.02,69,12.998,4,1,3,低谷,0,2
945,1,0,1,8.2,40,6.0032,70,20,3,中高峰,0,0
10190,4,0,1,13.12,76,6.0032,122,0,11,低谷,1,2
5840,1,0,1,12.3,42,31.0009,130,13,1,高峰,1,1
1042,1,0,1,11.48,48,0.0,22,23,3,正常,0,2
8735,3,0,2,28.7,79,0.0,605,8,8,高峰,4,0
2414,2,0,1,36.08,42,8.9981,149,12,6,中高峰,5,1
6308,1,0,2,12.3,36,19.0012,48,2,2,低谷,1,2
6771,1,0,1,21.32,72,8.9981,184,10,3,正常,2,1
5683,1,0,3,13.94,87,15.0013,9,23,1,正常,1,2
8530,3,0,1,32.8,63,8.9981,595,19,7,高峰,4,0
5442,1,0,2,18.04,62,19.9995,83,20,1,中高峰,2,1
3664,3,0,2,29.52,66,11.0014,380,14,9,中高峰,4,0
3149,3,0,1,28.7,79,11.0014,4,3,8,低谷,4,2
3613,3,0,1,29.52,51,8.9981,192,11,9,中高峰,4,1
2453,2,0,1,27.88,69,11.0014,6,3,6,低谷,3,2
1124,1,0,2,13.94,53,16.9979,111,12,3,中高峰,1,1
4216,4,0,1,24.6,56,16.9979,563,17,10,高峰,3,0
523,1,0,2,9.84,70,8.9981,31,23,2,正常,0,2
1247,1,0,2,18.04,51,22.0028,168,19,3,高峰,2,0
3208,3,0,2,31.16,58,15.0013,147,14,8,中高峰,4,1
7563,2,0,2,22.96,88,19.0012,185,12,5,中高峰,2,1
6674,1,0,1,19.68,77,6.0032,315,9,3,中高峰,2,0
7677,2,0,1,18.04,72,6.0032,50,6,5,正常,2,2
7211,2,0,2,17.22,77,7.0015,260,20,4,中高峰,2,0
